"species","gdd","urban"
1,273.887665102044,1
1,209.107613067835,0
1,285.894878753677,1
1,288.936364567295,1
1,227.564670555742,1
1,251.145265493537,1
1,219.038244551911,1
1,192.781247703946,0
1,241.994176197051,0
1,234.102951172932,1
1,216.09061009237,1
1,229.229446314446,1
1,247.804839927905,1
1,234.992757889091,0
1,265.77615745071,1
1,250.905445661104,1
1,239.267823437084,0
1,186.307101641336,0
1,261.802174529843,0
1,261.572351869862,1
1,242.362275729994,1
1,237.458629660771,0
1,290.729036165363,1
1,270.826483121616,1
1,229.695219746137,1
1,294.951892900986,1
1,231.413248018708,0
1,239.493528202445,1
1,256.96286202102,1
1,245.931709994854,0
1,286.145400453178,1
1,258.010176211097,1
1,223.212583541698,1
1,185.647938863872,0
1,258.10032878552,1
1,224.139370228255,1
1,256.780223599755,0
1,230.800013655567,0
1,209.607729782057,0
1,221.971185033258,0
1,218.220535929685,0
1,242.652363254424,1
1,214.400427905701,0
1,240.678454543263,0
1,248.758172531103,1
1,243.400105705569,0
1,240.681114365501,0
1,223.274469019359,0
1,283.936900597429,1
1,258.72683324556,0
1,227.522793368175,0
1,298.505678076251,1
1,226.913266872736,0
1,244.57588299459,1
1,251.438281944867,0
1,203.53098874919,0
1,267.848391253926,1
1,195.906219238538,0
1,244.544926726873,1
1,207.830761562802,0
1,246.405858524006,0
1,318.348937388833,1
1,239.685068815739,0
1,314.179517643714,1
1,251.52618211827,1
1,238.307026391527,1
1,272.081791454055,1
1,290.26269074431,1
1,251.560449874394,0
1,284.349725696665,1
1,239.991766901832,0
1,246.631430776214,1
1,217.043514181633,0
1,266.109524467586,1
1,184.639877249322,0
1,190.251769675007,0
1,267.322692576948,0
1,251.517487241418,0
1,244.235863589998,0
1,235.246149946801,0
1,254.975684446329,1
1,230.059075471502,0
1,214.601675990326,0
1,221.395313761541,0
1,253.594834391128,0
1,258.493286347367,1
1,295.00353054742,1
1,273.044871660739,1
1,194.846487371064,1
1,254.35375673997,0
1,261.542903448221,1
1,223.88579458582,0
1,221.380327349115,0
1,255.233003973814,1
1,270.99291687293,1
1,289.376148048444,1
1,227.508989820388,0
1,202.127507180627,0
1,265.329284024811,1
1,274.922361540335,1
2,300.7630493448,0
2,359.702697107249,1
2,329.887560871069,1
2,324.702970557416,1
2,351.685472040739,1
2,285.044377803028,0
2,261.658549400586,0
2,363.703262166665,1
2,289.052968911613,0
2,363.332898914584,1
2,324.304859476285,1
2,338.392963827751,1
2,311.993665956407,0
2,285.835035016518,0
2,322.551704699712,0
2,282.181500189476,0
2,300.16483580097,0
2,310.781402402775,0
2,363.449931879797,1
2,282.251162413545,0
2,321.653543377323,0
2,321.973401810043,1
2,285.468460559976,0
2,282.859099831844,0
2,313.137316784104,1
2,341.753581430812,1
2,289.676141806075,0
2,339.886537294759,1
2,315.260757833059,0
2,324.956127827772,1
2,316.337813169265,0
2,294.774607616528,0
2,305.665352676239,0
2,298.826925027888,0
2,348.455889116098,1
2,292.332085064067,0
2,352.013633689828,1
2,328.959712377023,1
2,324.481564469627,1
2,350.03210890048,1
2,302.165532214076,0
2,305.055694913567,0
2,311.723358897555,0
2,291.419259923485,0
2,261.003463561173,0
2,294.206644777615,0
2,304.322817795419,0
2,318.78683220644,0
2,277.553052544372,0
2,328.875326869126,1
2,356.388015922988,1
2,335.990104738207,1
2,324.625607186415,1
2,288.354988984666,1
2,335.224230402977,1
2,332.985960453937,1
2,322.41853069716,1
2,303.327005147481,0
2,260.698520946425,0
2,306.929149203433,0
2,353.72052295055,1
2,343.218747965827,1
2,283.074593930168,0
2,284.62484377678,0
2,244.648711316141,0
2,326.242996412288,1
2,363.654558683818,1
2,290.842419935614,0
2,305.849019709997,0
2,336.767517083261,1
2,284.764900479456,0
2,329.80435108522,1
2,283.810796104904,0
2,263.079295018663,0
2,318.321677203681,1
2,361.723644913453,1
2,342.253133297121,1
2,263.701629285639,0
2,337.418638193375,0
2,296.315231309262,0
2,303.566541629608,0
2,329.675207161205,1
2,389.370695158379,1
2,263.874291143738,0
2,279.765231955494,0
2,289.016017750786,0
2,345.026495510247,1
2,284.994786128093,0
2,243.376639704252,0
2,313.821376930132,1
2,344.038146266106,1
2,297.793144493094,0
2,248.388220738642,0
2,275.52762105024,0
2,346.564786299198,1
2,342.364545137666,1
2,301.173169142775,1
2,294.507138792303,0
2,328.028971230598,1
2,263.904275763924,0
3,306.774556436625,0
3,292.293468657756,1
3,334.103576536058,1
3,346.550102977667,1
3,333.820129818672,1
3,294.95523424945,1
3,304.678039235336,0
3,296.793737571918,0
3,295.073883279946,0
3,316.350990860998,1
3,325.851626386434,1
3,336.719078879117,1
3,302.16823116029,0
3,305.856285125965,0
3,358.752051124329,1
3,275.462464662878,0
3,300.744209325594,1
3,296.627431271246,1
3,308.550239321696,1
3,271.618960270639,0
3,315.47230688673,1
3,300.338117012251,1
3,319.705570974722,0
3,293.095392901852,0
3,331.48246209919,1
3,315.178440538601,1
3,351.149413206888,1
3,292.0247107453,0
3,319.734934794011,1
3,255.648104097221,0
3,345.84338454293,1
3,265.908521831169,0
3,293.361192555359,0
3,271.202059631336,0
3,283.369569581353,0
3,312.667942166552,1
3,355.744341078543,1
3,283.378439074344,0
3,316.683399668588,1
3,258.354745356786,0
3,367.527404030878,1
3,284.520335715925,1
3,268.729087096204,0
3,325.104276209743,1
3,283.926458329686,0
3,315.792403513621,1
3,314.52269401722,1
3,363.391680876896,1
3,295.442164451691,0
3,290.272000114404,0
3,330.105876769823,1
3,326.473258014469,1
3,263.031593272577,0
3,307.315324348116,1
3,306.079762780747,0
3,258.82010291337,0
3,260.166516090089,0
3,302.78780990248,0
3,285.904863522687,1
3,314.792260070589,1
3,315.906090226749,0
3,282.849039166646,0
3,346.652377587575,1
3,286.514810775886,1
3,301.402878292879,1
3,370.828363358835,1
3,303.048898766138,1
3,287.618446704812,0
3,291.014434476871,0
3,326.749379856234,1
3,326.395170762528,1
3,312.378858753763,1
3,290.229436583267,0
3,315.42360928743,0
3,335.856287260695,1
3,285.128511860178,0
3,322.475907967429,1
3,294.210354508166,0
3,279.140839111755,0
3,338.979343829716,1
3,337.154164299491,1
3,307.397380469171,1
3,285.086137176775,1
3,293.799676092011,0
3,312.580823329313,0
3,332.247044229709,1
3,288.735455160942,1
3,299.798814405603,0
3,274.906175403144,0
3,267.521625589894,0
3,311.455768850732,0
3,297.5525527348,0
3,298.256230202955,1
3,322.44936368625,1
3,285.735783183911,0
3,269.141704974662,0
3,305.348282642707,0
3,316.529341864893,1
3,338.193277989121,1
3,293.99843917333,0
4,397.475920021962,0
4,405.44293710528,0
4,482.624963414906,1
4,470.475101186351,0
4,498.789088597686,1
4,422.204830931577,0
4,417.271050794388,0
4,508.505443230746,1
4,456.90502401546,0
4,489.302646321645,1
4,478.95386408578,1
4,427.186576261376,0
4,482.163685239585,1
4,444.749239816211,0
4,438.352126872966,0
4,456.936397314802,0
4,427.382619863674,0
4,515.650898717115,1
4,410.00797477426,0
4,449.949674754208,0
4,439.836213404302,0
4,456.053295294724,1
4,409.951153093707,0
4,417.789475828487,0
4,425.277508678543,0
4,428.293090042278,0
4,424.224726932301,0
4,488.361442611649,1
4,501.018882907121,1
4,495.532595707161,1
4,436.482879170254,0
4,424.128220197559,0
4,553.652853456697,1
4,432.284437056207,0
4,413.59542307228,0
4,438.153036344072,0
4,499.396904964701,1
4,434.764370647772,0
4,452.063469821433,0
4,496.650368294178,1
4,447.997156179903,0
4,471.899469533622,0
4,454.90046223984,0
4,511.214610585088,1
4,428.249681431627,0
4,500.448629650066,1
4,527.65372238626,1
4,438.309828313421,0
4,471.065910976722,1
4,527.82691018342,1
4,418.347258937062,0
4,454.655939146295,0
4,439.070532588011,0
4,395.046159138893,0
4,486.986763017024,0
4,470.793427665798,1
4,450.916834017935,0
4,416.947070230249,0
4,440.317341070948,0
4,470.101653994493,0
4,467.518544507122,1
4,495.648140331224,1
4,536.518643451717,1
4,491.734593419716,1
4,512.21429232474,1
4,512.645575660543,1
4,509.699522115543,1
4,463.236673914014,0
4,512.43540915947,1
4,443.37220975859,0
4,477.93679329332,1
4,544.039586863117,1
4,424.595326073845,0
4,401.96622600442,0
4,439.304654448776,0
4,435.661651463856,0
4,503.441596493231,1
4,522.699867053372,1
4,526.584908627958,1
4,461.134584721635,0
4,458.650462557897,1
4,416.710025757882,0
4,474.782295093875,1
4,495.552913418947,1
4,474.342056283489,0
4,523.447445958968,1
4,436.577411492425,0
4,509.482003569105,1
4,504.799024407468,1
4,462.592803793002,1
4,429.529912871394,0
4,424.864270489594,0
4,503.362843748704,1
4,502.330164128273,1
4,421.06283219469,0
4,507.399485465194,1
4,483.012163397311,1
4,426.359194614041,0
4,449.813951265627,0
4,510.327081004127,1
5,361.901245576408,0
5,402.363306380669,1
5,310.273443075474,0
5,338.227012327235,0
5,403.49444343867,1
5,407.642676557236,1
5,421.968864180025,1
5,365.405113313266,0
5,428.204173528325,1
5,394.314177084328,0
5,372.32912454772,1
5,346.791825513929,0
5,428.593506926697,1
5,382.739835807203,1
5,437.21449138429,1
5,379.705088671419,1
5,411.455236263658,1
5,358.290443096429,1
5,416.770744493039,1
5,429.678582042512,1
5,436.49483621709,1
5,370.20111242452,0
5,392.165633537569,1
5,458.490685841461,1
5,366.030365450013,0
5,409.661812942326,1
5,357.077043782525,0
5,431.348893969948,1
5,403.506482225627,1
5,359.209549206629,0
5,417.170010832962,1
5,392.621077698085,0
5,438.286108734518,1
5,359.974023812914,0
5,357.394963167995,0
5,364.163449983814,0
5,355.961617254122,0
5,347.102589637913,0
5,427.297917461984,1
5,413.593549349253,1
5,447.096017148149,1
5,416.345293357919,1
5,419.172993021944,1
5,355.283663644396,0
5,380.323218453312,1
5,451.882854847282,1
5,389.513403151014,0
5,342.950160936766,0
